BG0W40622,1
BG0G40622,1
BGBE53434,1
BG0W53434,1
BG0G5182,1
BGGG5182,1
BG0B4105,1
BGPP9058,2
BG0G9058,2
BG0099161,2
BGBR70911,1
BGBE70911,2
BG0W99163,2
BGBE99163,2
BG0R1507,1
BGBE1507,2
BGPP2032,1
BG0C2032,2
BGBE2032,2
BG0G2032,2
BGBB2032,1
BG004818,6
BGBR6250,2
BGCF7050,3
BGBB1580,2
BGBE1580,2
BG00C2575,2
BG0G612,1
BGBR175,1
BGBB2088,4
BGBR2088,2
BGBB8118,3
BG0G8118,3
BGBB85001,4
BG0W18072,1
BGLBE269,2
BG0Y269,1
BGBE269,1
BG0G85001,2
BGBB7002U,4
BGDG7014U,1
BG0G7002U,2
BGBB85002U,2
BGBE85001,3
BG0G85002U,1
BG0G85001U,2
BGCFF2052,2
BGCFF9114,1
BGBBF9940,3
BG0P7611,3
BGBE5115,2
BGBE5911,2
BG0G5911,2
BGBB5115,4
BGDP5115,2
BG0P5115,3
BG0G365,4
BGGG5910,6
BGGG75910,4
BGGG365,3
BG0G5910,2
BGBE5910,1
BG0P5910,3
BG0P75910,3
BGBE75910,3
BGBB7615,3
BGBB7611,3
BG0G7615,2
BG0G7366,1
BG0R7615,3
BGBE7611,4
BGBE7366,2
BG0G75998,1
BG0P7366,2
BGGG75998,5
BGGGF615,1
BG0P75998,2
BG0O7599,4
BG0P75998,2
BG0PF615,2
BG0B511,2
BGPP511,1
BG0P5115,8
BGGG17072,2
BGLB6988,2
BGBB6988,2
BGGG6988,1
BGGG22072,2
BG006021,1
BH140044,1
BG009035,2
BG0G4001,1
BGPP4106,1
BGBR201,3
BG009982,2
BG001267,1
BG001140,1
BGBB5017,1
BGBB645,2
BG0099160,3
BGBB99165,3
BG0P99165,3
BGBR2037,3
BG0047812,3
BGBB5088,2
BG0G1069,1
BG0G8084,1
BGPPXM05,2
BG0G974,1
BG0S887,2
BG0G881,1
BGBB1069,1
BGBB667,2
BGBR421,3
BGBB551,2
BG0R9001,3
BGBB9001,4
BG0G551,4
BGGG421,3
BGBR336,6
BGBB3399,1
BG0B8039,3
BG0B6041,3
BG008007,2
BG00C2609,3
BG0B667,2
BGDB667,2
BGPP6529,3
BGBR6529,3
BGBB396,1
BG0P99166,2
BGBBC9154,1
BG0GC9154,2
BG00C970B,1
BG003095,2
BG0G5088,1
BGBR8055,2
BGBB8055,2
BGBE1705,1
BGBB1705,1
BGBR3022,2
BGBE1706,1
BGBBC2017,1
BGBB1706,1
BGBB3022,1
BGBB3021,1
BG0W9066,4
BGBB9066,3
BG0PM022,1
BG0GM022,1
BG008006,1
BG009909S,2
BGBB2588,3
BGGG99167,2
BGBB99167,2
BG0G2039,1
BG0G2031,1
BGBE2031,2
BGPP2031,1
BGBB2031,2
BG0C2031,3
BGBB336,1
