Code,Name,Category Code,Unit,Cost,Price,Alert Quantity, Tax Rate Name,Tax Method,Subcategory Code,Product Variants Separated by |,Supplier1(No),Supplier2(No),Supplier3(No),Supplier4(No),Supplier5(No),Custom Field 1,Custom Field 2,Custom Field 3,Custom Field 4,Custom Field 5,Custom Field 6,Image
BT0CF697,697 COFFEE BELT,BT,UNIT,,5.99,1,,,,,,,,,,,,,,,,
BTBEF697,697 BLUE BELT,BT,UNIT,,5.99,1,,,,,,,,,,,,,,,,
BTBBF697,697 BLACK BELT,BT,UNIT,,5.99,1,,,,,,,,,,,,,,,,
BTBBF660,660 BLACK BELT,BT,UNIT,,5.99,1,,,,,,,,,,,,,,,,
BTBRF660,660 BROWN BELT,BT,UNIT,,5.99,1,,,,,,,,,,,,,,,,
BTPP1657,1657 PURPLE BELT,BT,UNIT,,4.99,1,,,,,,,,,,,,,,,,
BTCFF8061,8061 BELT,BT,UNIT,,5.99,1,,,,,,,,,,,,,,,,
BTBRF101,101 BROWN BELT,BT,UNIT,,6.99,1,,,,,,,,,,,,,,,,
BTBEF101,101 BLUE BELT,BT,UNIT,,6.99,1,,,,,,,,,,,,,,,,
BT0RF101,101 RED BELT,BT,UNIT,,6.99,1,,,,,,,,,,,,,,,,
